LOCATION,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
SWE,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,1369101,,
SWE,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,1578299,,
SWE,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,1302965,,
SWE,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,1285072,,
SWE,FIN,Finland,DEMAND,Tourism demand surveys,2011,2011,1791695,,
SWE,FIN,Finland,DEMAND,Tourism demand surveys,2012,2012,1769268,,
SWE,FIN,Finland,DEMAND,Tourism demand surveys,2013,2013,1522610,,
SWE,FIN,Finland,DEMAND,Tourism demand surveys,2014,2014,1550012,,
SWE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,526587,,
SWE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,635655,,
SWE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,548355,,
SWE,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,602544,,
SWE,NOR,Norway,DEMAND,Tourism demand surveys,2011,2011,1956084,,
SWE,NOR,Norway,DEMAND,Tourism demand surveys,2012,2012,1790993,,
SWE,NOR,Norway,DEMAND,Tourism demand surveys,2013,2013,1784807,,
SWE,NOR,Norway,DEMAND,Tourism demand surveys,2014,2014,1753639,,
SWE,DNK,Denmark,DEMAND,Tourism demand surveys,2011,2011,2236809,,
SWE,DNK,Denmark,DEMAND,Tourism demand surveys,2012,2012,2585686,,
SWE,DNK,Denmark,DEMAND,Tourism demand surveys,2013,2013,2225315,,
SWE,DNK,Denmark,DEMAND,Tourism demand surveys,2014,2014,1967388,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,8608337,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,8293918,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,8628284,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,8534305,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,8566037,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,8967432,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,9158260,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,9304633,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,10401929,B,Break
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,11133204,,
CHE,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,11714581,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2008,2008,155852,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2009,2009,224263,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2010,2010,332471,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2011,2011,503334,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2012,2012,635009,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2013,2013,769778,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2014,2014,890879,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2015,2015,1209674,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,982249,B,Break
CHE,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,1061628,,
CHE,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,1134799,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,2344337,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,2294411,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,2237941,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,2038680,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,1871498,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,1854263,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,1811833,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,1616251,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,2017722,B,Break
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,2072112,,
CHE,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,2216038,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2008,2008,670663,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2009,2009,685842,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2010,2010,700578,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2011,2011,680932,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2012,2012,669344,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2013,2013,692288,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2014,2014,698588,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2015,2015,655062,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2016,2016,772751,B,Break
CHE,FRA,France,SUPPLY,Tourism supply surveys,2017,2017,787580,,
CHE,FRA,France,SUPPLY,Tourism supply surveys,2018,2018,826078,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,825719,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,691409,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,732050,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,682117,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,659290,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,698375,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,711595,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,709925,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,800102,B,Break
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,807905,,
CHE,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,820179,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,552953,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,546564,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,520542,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,482940,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,489182,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,493839,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,504484,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,478165,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,520022,B,Break
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,529618,,
CHE,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,529381,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2008,2008,651876,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2009,2009,609878,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2010,2010,680216,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2011,2011,668961,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2012,2012,687042,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2013,2013,726035,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2014,2014,751514,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2015,2015,802503,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,898804,B,Break
CHE,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,1009002,,
CHE,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,1117516,,
CHE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,24016379,,
CHE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,25515122,,
CHE,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,26784186,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,21508296,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,20164425,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,20442508,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,19733889,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,19076238,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,19734657,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,19907377,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,19576295,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,19288015,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,20472865,,
CHE,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,21393736,,
CHE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,4728364,,
CHE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,5042257,,
CHE,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,5390450,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,17743000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,19297000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,25246000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,26109000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,26870000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,26811000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,30345000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,27614000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,18048000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,22928000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,31136000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2008,2008,70000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2009,2009,59000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2010,2010,95000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2011,2011,146000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2012,2012,210000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2013,2013,264000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2014,2014,375000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2015,2015,751000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2016,2016,377000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2017,2017,753000,,
TUR,CHN,China,SUPPLY,Tourism supply surveys,2018,2018,1249000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2008,2008,3836000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2009,2009,3548000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2010,2010,5094000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2011,2011,5148000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2012,2012,5581000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2013,2013,5118000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2014,2014,5542000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2015,2015,5896000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2016,2016,3984000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2017,2017,3601000,,
TUR,DEU,Germany,SUPPLY,Tourism supply surveys,2018,2018,4651000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,1499000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,2015000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,2773000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,2485000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,2292000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,2170000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,2052000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,1871000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,1284000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,1236000,,
TUR,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,1906000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2008,2008,292000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2009,2009,377000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2010,2010,510000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2011,2011,610000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2012,2012,625000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2013,2013,496000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2014,2014,880000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2015,2015,983000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2016,2016,953000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2017,2017,1483000,,
TUR,IRN,Iran,SUPPLY,Tourism supply surveys,2018,2018,1155000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2008,2008,2507000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2009,2009,2641000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2010,2010,3572000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2011,2011,3925000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2012,2012,3827000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2013,2013,4355000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2014,2014,5008000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2015,2015,3244000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2016,2016,811000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2017,2017,4498000,,
TUR,RUS,Russian Federation,SUPPLY,Tourism supply surveys,2018,2018,6024000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,73546000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,79658000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,100134000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,101549000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,113330000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,109946000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,118939000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,109256000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,77460000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,80063000,,
TUR,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,112245000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,73472000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,79415000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,100068000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,101326000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,113197000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,109773000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,118546000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,109014000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,77177000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,79960000,,
TUR,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,112118000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,74000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,243000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,66000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,223000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,133000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,173000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,393000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,242000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,283000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,103000,,
TUR,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,127000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,31138000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,31760000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,32997000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,36769000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,37715000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,39861000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,41627000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,41114000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,30907000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,37970000,,
TUR,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,46113000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2008,2008,29792000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2009,2009,30187000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2010,2010,31364000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2011,2011,34654000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2012,2012,35698000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2013,2013,37795000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2014,2014,39811000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2015,2015,39478000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2016,2016,30289000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2017,2017,37601000,,
TUR,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),DEMAND,Tourism demand surveys,2018,2018,45768000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2008,2008,1253000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2009,2009,1402000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2010,2010,1432000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2011,2011,1488000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2012,2012,1488000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2013,2013,1579000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2014,2014,1688000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2015,2015,1817000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2016,2016,1688000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2017,2017,1850000,,
TUR,BGR,Bulgaria,DEMAND,Tourism demand surveys,2018,2018,2383000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2008,2008,4301000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2009,2009,4354000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2010,2010,4207000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,4569000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,4773000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,4812000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,5026000,,
TUR,DEU,Germany,DEMAND,Tourism demand surveys,2015,2015,5356000,,
